WiiAccX,WiiAccY,WiiAccZ,,,,CogX,CogY,,,cursorX,cursorY
-0.458333343,-0.25,0.875,0,0,0,-2.698121309,-2.209807634,0,0,1134,236
-0.416666657,-0.25,0.875,0,0,0,-2.703210354,-2.195630312,0,0,1136,238
-0.416666657,-0.25,0.875,0,0,0,-2.769866705,-2.194914341,0,0,1137,239
-0.5,-0.291666657,0.875,0,0,0,-2.683458328,-2.21657443,0,0,1139,241
-0.541666687,-0.291666657,0.875,0,0,0,-2.683458328,-2.21657443,0,0,1141,243
-0.5,-0.291666657,0.875,0,0,0,-2.768428802,-2.214324474,0,0,1143,247
-0.458333343,-0.291666657,0.875,0,0,0,-2.766659021,-2.186876535,0,0,1144,250
-0.416666657,-0.291666657,0.833333313,0,0,0,-2.768153429,-2.182126045,0,0,1146,253
-0.416666657,-0.291666657,0.875,0,0,0,-2.774292469,-2.220594168,0,0,1147,257
-0.416666657,-0.291666657,0.916666687,0,0,0,-2.827422619,-2.238844395,0,0,1149,261
-0.541666687,-0.291666657,0.875,0,0,0,-2.782159805,-2.201742172,0,0,1152,264
-0.541666687,-0.333333343,0.833333313,0,0,0,-2.785889387,-2.185570717,0,0,1153,269
-0.458333343,-0.333333343,0.833333313,0,0,0,-2.814686537,-2.148379087,0,0,1155,272
-0.416666657,-0.291666657,0.833333313,0,0,0,-2.85994029,-2.160562038,0,0,1157,277
-0.416666657,-0.291666657,0.875,0,0,0,-2.833590984,-2.118732691,0,0,1159,281
-0.416666657,-0.291666657,0.875,0,0,0,-2.848677158,-2.167974472,0,0,1161,283
-0.5,-0.333333343,0.875,0,0,0,-2.857239962,-2.154120922,0,0,1164,288
-0.541666687,-0.333333343,0.833333313,0,0,0,-2.837318182,-2.158008814,0,0,1166,291
-0.5,-0.333333343,0.833333313,0,0,0,-2.893996477,-2.191073656,0,0,1167,292
-0.458333343,-0.333333343,0.833333313,0,0,0,-2.847619534,-2.156917334,0,0,1169,295
-0.416666657,-0.291666657,0.875,0,0,0,-2.839679241,-2.220308781,0,0,1171,298
-0.375,-0.291666657,0.916666687,0,0,0,-2.870342731,-2.19153595,0,0,1174,301
-0.458333343,-0.333333343,0.875,0,0,0,-2.870342731,-2.19153595,0,0,1176,305
-0.5,-0.333333343,0.791666687,0,0,0,-2.86456418,-2.199843168,0,0,1178,308
-0.541666687,-0.375,0.791666687,0,0,0,-2.880671501,-2.198130131,0,0,1180,311
-0.458333343,-0.333333343,0.833333313,0,0,0,-2.880671501,-2.198130131,0,0,1182,315
-0.416666657,-0.291666657,0.916666687,0,0,0,-2.897425652,-2.252285242,0,0,1184,320
-0.416666657,-0.333333343,0.875,0,0,0,-2.897425652,-2.252285242,0,0,1187,323
-0.458333343,-0.333333343,0.875,0,0,0,-2.878718138,-2.218926191,0,0,1187,326
-0.541666687,-0.375,0.791666687,0,0,0,-2.892966509,-2.201770782,0,0,1188,330
-0.541666687,-0.375,0.791666687,0,0,0,-2.892966509,-2.201770782,0,0,1190,333
-0.458333343,-0.333333343,0.833333313,0,0,0,-2.809907675,-2.234090805,0,0,1190,336
-0.416666657,-0.333333343,0.875,0,0,0,-2.809907675,-2.234090805,0,0,1191,339
-0.416666657,-0.291666657,0.875,0,0,0,-2.817754507,-2.223325253,0,0,1192,344
-0.416666657,-0.333333343,0.875,0,0,0,-2.817754507,-2.223325253,0,0,1193,347
-0.458333343,-0.333333343,0.791666687,0,0,0,-2.840139627,-2.241879463,0,0,1193,351
-0.5,-0.375,0.875,0,0,0,-2.874695301,-2.1973176,0,0,1193,357
-0.5,-0.375,0.875,0,0,0,-2.853563309,-2.230405331,0,0,1193,361
-0.458333343,-0.333333343,0.875,0,0,0,-2.857541561,-2.270683289,0,0,1193,363
-0.416666657,-0.333333343,0.875,0,0,0,-2.857541561,-2.270683289,0,0,1193,368
-0.375,-0.333333343,0.875,0,0,0,-2.876539946,-2.248435497,0,0,1193,374
-0.416666657,-0.375,0.833333313,0,0,0,-2.813933849,-2.243242741,0,0,1193,379
-0.458333343,-0.375,0.791666687,0,0,0,-2.818932056,-2.237399101,0,0,1193,384
-0.541666687,-0.375,0.833333313,0,0,0,-2.820483446,-2.262245655,0,0,1193,389
-0.5,-0.375,0.875,0,0,0,-2.85590291,-2.235796213,0,0,1191,394
-0.416666657,-0.375,0.875,0,0,0,-2.887957573,-2.233000278,0,0,1189,399
-0.375,-0.375,0.875,0,0,0,-2.822402716,-2.230088949,0,0,1188,404
-0.416666657,-0.375,0.833333313,0,0,0,-2.840430021,-2.247646809,0,0,1186,409
-0.458333343,-0.375,0.833333313,0,0,0,-2.838480234,-2.253757,0,0,1183,413
-0.5,-0.416666657,0.875,0,0,0,-2.870924711,-2.244753361,0,0,1182,417
-0.5,-0.416666657,0.875,0,0,0,-2.824581861,-2.229690552,0,0,1180,420
-0.416666657,-0.375,0.875,0,0,0,-2.841255426,-2.24134779,0,0,1178,424
-0.375,-0.375,0.875,0,0,0,-2.87451458,-2.238081217,0,0,1174,429
-0.375,-0.333333343,0.875,0,0,0,-2.877981901,-2.274584293,0,0,1172,431
-0.416666657,-0.375,0.791666687,0,0,0,-2.876434326,-2.259805202,0,0,1171,433
-0.458333343,-0.416666657,0.791666687,0,0,0,-2.929472923,-2.275537968,0,0,1169,435
-0.541666687,-0.458333343,0.875,0,0,0,-2.917990685,-2.280798912,0,0,1167,436
-0.5,-0.416666657,0.875,0,0,0,-2.931881428,-2.324010372,0,0,1165,437
-0.416666657,-0.375,0.875,0,0,0,-2.913854599,-2.323422194,0,0,1161,440
-0.333333343,-0.375,0.833333313,0,0,0,-2.89939642,-2.366770744,0,0,1159,442
-0.333333343,-0.375,0.833333313,0,0,0,-2.89939642,-2.366770744,0,0,1155,445
-0.416666657,-0.416666657,0.833333313,0,0,0,-2.902261019,-2.357648373,0,0,1150,448
-0.458333343,-0.416666657,0.833333313,0,0,0,-2.890148878,-2.320464611,0,0,1143,453
-0.5,-0.416666657,0.875,0,0,0,-2.948997736,-2.325544834,0,0,1139,455
-0.375,-0.375,0.875,0,0,0,-2.933726311,-2.331684113,0,0,1132,458
-0.375,-0.375,0.875,0,0,0,-2.944765806,-2.375731468,0,0,1127,462
-0.375,-0.416666657,0.791666687,0,0,0,-2.983686209,-2.383246899,0,0,1124,464
-0.416666657,-0.416666657,0.791666687,0,0,0,-2.933439016,-2.371224403,0,0,1118,467
-0.458333343,-0.416666657,0.833333313,0,0,0,-2.997121572,-2.368016958,0,0,1115,471
-0.458333343,-0.416666657,0.875,0,0,0,-3.027205229,-2.363447666,0,0,1110,475
-0.5,-0.416666657,0.875,0,0,0,-3.033799648,-2.36340785,0,0,1105,479
-0.416666657,-0.416666657,0.833333313,0,0,0,-3.00845027,-2.345990658,0,0,1100,483
-0.375,-0.416666657,0.833333313,0,0,0,-2.964259386,-2.315546989,0,0,1092,488
-0.291666657,-0.333333343,0.791666687,0,0,0,-3.001065969,-2.347456694,0,0,1085,491
-0.333333343,-0.416666657,0.791666687,0,0,0,-3.00658226,-2.340734005,0,0,1074,496
-0.458333343,-0.458333343,0.875,0,0,0,-3.010483503,-2.352055311,0,0,1070,498
-0.458333343,-0.458333343,0.833333313,0,0,0,-3.041385412,-2.333627224,0,0,1064,501
-0.416666657,-0.458333343,0.833333313,0,0,0,-3.088588953,-2.344193459,0,0,1061,502
-0.375,-0.416666657,0.791666687,0,0,0,-3.034296274,-2.370972157,0,0,1061,502
-0.375,-0.458333343,0.791666687,0,0,0,-3.121240139,-2.328913689,0,0,1059,503
-0.416666657,-0.458333343,0.833333313,0,0,0,-3.087810755,-2.316837072,0,0,1056,505
-0.458333343,-0.458333343,0.875,0,0,0,-3.087810755,-2.316837072,0,0,1051,507
-0.5,-0.458333343,0.875,0,0,0,-3.09281683,-2.266627073,0,0,1045,509
-0.458333343,-0.458333343,0.875,0,0,0,-3.147577524,-2.273587227,0,0,1036,511
-0.416666657,-0.458333343,0.833333313,0,0,0,-3.147577524,-2.273587227,0,0,1029,512
-0.375,-0.458333343,0.833333313,0,0,0,-3.122067451,-2.241947412,0,0,1024,514
-0.375,-0.458333343,0.833333313,0,0,0,-3.143913507,-2.248551846,0,0,1022,514
-0.375,-0.458333343,0.875,0,0,0,-3.111129522,-2.25127697,0,0,1019,516
-0.375,-0.5,0.791666687,0,0,0,-3.137609959,-2.220363379,0,0,1015,517
-0.416666657,-0.5,0.833333313,0,0,0,-3.137609959,-2.220363379,0,0,1009,520
-0.416666657,-0.458333343,0.791666687,0,0,0,-3.108914614,-2.219124317,0,0,1002,523
-0.458333343,-0.541666687,0.75,0,0,0,-3.109272957,-2.20066309,0,0,993,526
-0.458333343,-0.541666687,0.666666687,0,0,0,-3.077018976,-2.191151142,0,0,986,530
-0.416666657,-0.5,0.75,0,0,0,-3.018435955,-2.184982538,0,0,978,533
-0.375,-0.5,0.791666687,0,0,0,-3.018435955,-2.184982538,0,0,974,534
-0.416666657,-0.5,0.791666687,0,0,0,-3.011687517,-2.188245296,0,0,973,535
-0.416666657,-0.5,0.791666687,0,0,0,-3.011687517,-2.188245296,0,0,969,536
-0.458333343,-0.5,0.791666687,0,0,0,-3.059092045,-2.212176085,0,0,965,539
-0.458333343,-0.541666687,0.75,0,0,0,-3.000217199,-2.221202135,0,0,958,541
-0.458333343,-0.541666687,0.75,0,0,0,-3.000217199,-2.221202135,0,0,956,542
-0.416666657,-0.541666687,0.708333313,0,0,0,-2.988961697,-2.219480515,0,0,948,545
-0.375,-0.541666687,0.708333313,0,0,0,-3.008925438,-2.223234177,0,0,942,547
-0.416666657,-0.541666687,0.666666687,0,0,0,-2.961287975,-2.225883245,0,0,938,549
-0.458333343,-0.541666687,0.75,0,0,0,-2.849396229,-2.224474192,0,0,931,552
-0.458333343,-0.541666687,0.791666687,0,0,0,-2.833391428,-2.226178646,0,0,928,553
-0.416666657,-0.541666687,0.75,0,0,0,-2.802288055,-2.237831354,0,0,920,556
-0.416666657,-0.541666687,0.708333313,0,0,0,-2.84100914,-2.219317913,0,0,914,557
-0.416666657,-0.541666687,0.708333313,0,0,0,-2.784936666,-2.200104713,0,0,910,559
-0.416666657,-0.541666687,0.75,0,0,0,-2.829199314,-2.178563595,0,0,906,560
-0.416666657,-0.541666687,0.791666687,0,0,0,-2.771471977,-2.152336597,0,0,903,560
-0.458333343,-0.541666687,0.791666687,0,0,0,-2.74075222,-2.133274078,0,0,899,560
-0.458333343,-0.541666687,0.708333313,0,0,0,-2.718729973,-2.122724295,0,0,896,561
-0.416666657,-0.541666687,0.666666687,0,0,0,-2.669042587,-2.10328722,0,0,891,562
-0.375,-0.541666687,0.666666687,0,0,0,-2.702365637,-2.091843605,0,0,887,563
-0.375,-0.541666687,0.75,0,0,0,-2.632282019,-2.078376293,0,0,882,563
-0.458333343,-0.541666687,0.791666687,0,0,0,-2.572846413,-2.09327817,0,0,878,564
-0.458333343,-0.583333313,0.666666687,0,0,0,-2.591066837,-2.097225189,0,0,873,565
-0.458333343,-0.583333313,0.583333313,0,0,0,-2.575890779,-2.130102158,0,0,867,566
-0.416666657,-0.583333313,0.583333313,0,0,0,-2.570422173,-2.14721036,0,0,863,566
-0.375,-0.541666687,0.666666687,0,0,0,-2.517703295,-2.125681877,0,0,861,567
-0.375,-0.541666687,0.708333313,0,0,0,-2.517703295,-2.125681877,0,0,857,569
-0.458333343,-0.541666687,0.75,0,0,0,-2.420859814,-2.211946726,0,0,855,569
-0.5,-0.583333313,0.708333313,0,0,0,-2.433071852,-2.25690341,0,0,852,570
-0.5,-0.625,0.666666687,0,0,0,-2.433071852,-2.25690341,0,0,850,570
-0.458333343,-0.583333313,0.666666687,0,0,0,-2.388637066,-2.191131592,0,0,847,571
-0.458333343,-0.541666687,0.75,0,0,0,-2.388637066,-2.191131592,0,0,842,571
-0.458333343,-0.541666687,0.791666687,0,0,0,-2.373562813,-2.262665272,0,0,836,572
-0.416666657,-0.541666687,0.75,0,0,0,-2.318296432,-2.313976526,0,0,831,574
-0.416666657,-0.583333313,0.625,0,0,0,-2.320772648,-2.354086161,0,0,825,575
-0.458333343,-0.625,0.625,0,0,0,-2.297595978,-2.337422132,0,0,819,577
-0.458333343,-0.583333313,0.708333313,0,0,0,-2.292677402,-2.320511818,0,0,813,577
-0.416666657,-0.541666687,0.791666687,0,0,0,-2.288182735,-2.335638762,0,0,809,577
-0.416666657,-0.541666687,0.833333313,0,0,0,-2.264448881,-2.433235168,0,0,803,577
-0.416666657,-0.583333313,0.75,0,0,0,-2.212615013,-2.525495529,0,0,798,577
-0.458333343,-0.625,0.666666687,0,0,0,-2.212615013,-2.525495529,0,0,792,577
-0.458333343,-0.625,0.666666687,0,0,0,-2.204185009,-2.57918644,0,0,786,577
-0.458333343,-0.583333313,0.666666687,0,0,0,-2.198742628,-2.628452539,0,0,779,577
-0.416666657,-0.541666687,0.708333313,0,0,0,-2.203607321,-2.691133738,0,0,773,578
-0.375,-0.541666687,0.75,0,0,0,-2.138465881,-2.702536106,0,0,768,578
-0.375,-0.541666687,0.791666687,0,0,0,-2.138465881,-2.702536106,0,0,765,579
-0.416666657,-0.583333313,0.75,0,0,0,-2.19356513,-2.706983089,0,0,761,580
-0.458333343,-0.625,0.666666687,0,0,0,-2.117492437,-2.733456135,0,0,755,581
-0.541666687,-0.625,0.666666687,0,0,0,-2.133546352,-2.786138058,0,0,750,582
-0.458333343,-0.625,0.625,0,0,0,-2.18099761,-2.792428017,0,0,745,582
-0.333333343,-0.583333313,0.708333313,0,0,0,-2.162103891,-2.836137295,0,0,739,584
-0.291666657,-0.541666687,0.791666687,0,0,0,-2.140930653,-2.832203388,0,0,733,585
-0.333333343,-0.541666687,0.791666687,0,0,0,-2.096223354,-2.837372541,0,0,728,585
-0.416666657,-0.583333313,0.708333313,0,0,0,-2.087626457,-2.879475594,0,0,718,586
-0.416666657,-0.625,0.666666687,0,0,0,-2.102267742,-2.877469778,0,0,709,586
-0.416666657,-0.583333313,0.708333313,0,0,0,-2.16371417,-2.920388937,0,0,702,586
-0.416666657,-0.541666687,0.791666687,0,0,0,-2.138098478,-2.900068045,0,0,698,586
-0.375,-0.541666687,0.75,0,0,0,-2.162420273,-2.891850471,0,0,693,586
-0.375,-0.583333313,0.666666687,0,0,0,-2.162420273,-2.891850471,0,0,691,586
-0.375,-0.625,0.666666687,0,0,0,-2.086657047,-2.93339324,0,0,687,586
-0.416666657,-0.625,0.708333313,0,0,0,-2.097349405,-2.950093746,0,0,681,586
-0.5,-0.625,0.791666687,0,0,0,-2.05298543,-2.934014797,0,0,674,586
-0.458333343,-0.583333313,0.833333313,0,0,0,-2.047521353,-2.988584518,0,0,669,584
-0.375,-0.541666687,0.791666687,0,0,0,-2.047521353,-2.988584518,0,0,662,583
-0.333333343,-0.541666687,0.791666687,0,0,0,-2.030094147,-3.020996094,0,0,655,581
-0.375,-0.583333313,0.708333313,0,0,0,-2.030094147,-3.020996094,0,0,652,580
-0.458333343,-0.583333313,0.666666687,0,0,0,-1.9911834,-2.980242968,0,0,651,580
-0.458333343,-0.583333313,0.666666687,0,0,0,-1.9911834,-2.980242968,0,0,649,579
-0.416666657,-0.583333313,0.708333313,0,0,0,-1.988935947,-3.005990505,0,0,647,578
-0.291666657,-0.541666687,0.75,0,0,0,-1.963546872,-3.007972717,0,0,645,578
-0.333333343,-0.541666687,0.791666687,0,0,0,-1.945010424,-3.013368607,0,0,641,576
-0.416666657,-0.541666687,0.791666687,0,0,0,-1.940421224,-3.025681973,0,0,632,574
-0.416666657,-0.583333313,0.75,0,0,0,-1.934895158,-3.035235882,0,0,621,573
-0.416666657,-0.583333313,0.625,0,0,0,-2.006208658,-3.056658268,0,0,611,572
-0.458333343,-0.625,0.625,0,0,0,-2.026616812,-3.080384016,0,0,602,571
-0.5,-0.625,0.666666687,0,0,0,-1.990919948,-3.057551384,0,0,592,570
-0.541666687,-0.625,0.708333313,0,0,0,-2.021374464,-3.115471601,0,0,586,569
-0.5,-0.583333313,0.708333313,0,0,0,-2.082231283,-3.107424736,0,0,581,569
-0.458333343,-0.583333313,0.708333313,0,0,0,-2.025521278,-3.183134079,0,0,577,569
-0.458333343,-0.583333313,0.708333313,0,0,0,-2.032727957,-3.152593136,0,0,575,569
-0.583333313,-0.625,0.708333313,0,0,0,-2.030593634,-3.206438065,0,0,572,569
-0.583333313,-0.625,0.666666687,0,0,0,-2.019961834,-3.215551853,0,0,568,569
-0.583333313,-0.625,0.625,0,0,0,-2.069414616,-3.252007008,0,0,562,569
-0.458333343,-0.583333313,0.708333313,0,0,0,-2.069712639,-3.245452404,0,0,555,569
-0.416666657,-0.541666687,0.75,0,0,0,-2.0477314,-3.218646526,0,0,552,569
-0.375,-0.541666687,0.75,0,0,0,-2.05805397,-3.227512836,0,0,548,569
-0.458333343,-0.541666687,0.75,0,0,0,-2.05805397,-3.227512836,0,0,546,569
-0.541666687,-0.583333313,0.666666687,0,0,0,-2.007399321,-3.26318121,0,0,543,569
-0.583333313,-0.625,0.583333313,0,0,0,-2.007399321,-3.26318121,0,0,539,569
-0.5,-0.583333313,0.625,0,0,0,-2.01448369,-3.236608744,0,0,535,569
-0.458333343,-0.541666687,0.666666687,0,0,0,-1.981065631,-3.184916973,0,0,531,569
-0.458333343,-0.541666687,0.666666687,0,0,0,-1.981065631,-3.184916973,0,0,524,568
-0.458333343,-0.583333313,0.666666687,0,0,0,-1.966924906,-3.235707521,0,0,521,567
-0.541666687,-0.625,0.625,0,0,0,-1.966924906,-3.235707521,0,0,519,567
-0.541666687,-0.625,0.625,0,0,0,-1.951463699,-3.235362053,0,0,518,567
-0.5,-0.583333313,0.666666687,0,0,0,-1.958740234,-3.243978977,0,0,514,567
-0.375,-0.541666687,0.75,0,0,0,-1.958740234,-3.243978977,0,0,510,566
-0.333333343,-0.541666687,0.75,0,0,0,-1.94773066,-3.244324684,0,0,505,565
-0.416666657,-0.583333313,0.666666687,0,0,0,-1.94773066,-3.244324684,0,0,497,562
-0.541666687,-0.625,0.666666687,0,0,0,-2.027803898,-3.270792246,0,0,488,559
-0.541666687,-0.625,0.666666687,0,0,0,-2.027803898,-3.270792246,0,0,477,556
-0.5,-0.583333313,0.666666687,0,0,0,-2.03339982,-3.280156374,0,0,468,553
-0.416666657,-0.541666687,0.75,0,0,0,-1.998464227,-3.316187859,0,0,463,551
-0.416666657,-0.541666687,0.75,0,0,0,-2.011975765,-3.351317883,0,0,460,549
-0.458333343,-0.583333313,0.666666687,0,0,0,-2.010127544,-3.359683037,0,0,458,548
-0.541666687,-0.625,0.666666687,0,0,0,-1.984512568,-3.34958601,0,0,457,547
-0.541666687,-0.625,0.625,0,0,0,-1.99443686,-3.340248585,0,0,456,545
-0.458333343,-0.583333313,0.666666687,0,0,0,-2.02128458,-3.348672867,0,0,453,543
-0.416666657,-0.541666687,0.791666687,0,0,0,-1.943544865,-3.313847065,0,0,448,540
-0.458333343,-0.541666687,0.791666687,0,0,0,-1.898142576,-3.300051928,0,0,442,538
-0.541666687,-0.583333313,0.625,0,0,0,-1.906728387,-3.314837933,0,0,437,536
-0.625,-0.625,0.625,0,0,0,-1.88505137,-3.288894653,0,0,433,533
-0.583333313,-0.583333313,0.625,0,0,0,-1.878892064,-3.289812326,0,0,429,532
-0.5,-0.541666687,0.666666687,0,0,0,-1.846701384,-3.307114124,0,0,425,530
-0.458333343,-0.541666687,0.666666687,0,0,0,-1.809421778,-3.299828053,0,0,423,529
-0.458333343,-0.541666687,0.666666687,0,0,0,-1.795506001,-3.306388378,0,0,420,529
-0.541666687,-0.583333313,0.666666687,0,0,0,-1.791544199,-3.280189037,0,0,418,528
-0.583333313,-0.583333313,0.666666687,0,0,0,-1.766230464,-3.293629169,0,0,417,528
-0.541666687,-0.583333313,0.666666687,0,0,0,-1.752983928,-3.293657541,0,0,414,527
-0.5,-0.583333313,0.708333313,0,0,0,-1.730242729,-3.269610882,0,0,412,526
-0.5,-0.541666687,0.708333313,0,0,0,-1.687989831,-3.281915188,0,0,403,525
-0.541666687,-0.583333313,0.666666687,0,0,0,-1.687989831,-3.281915188,0,0,395,523
-0.541666687,-0.583333313,0.666666687,0,0,0,-1.678172946,-3.305922031,0,0,388,522
-0.541666687,-0.583333313,0.666666687,0,0,0,-1.678172946,-3.305922031,0,0,381,521
-0.541666687,-0.583333313,0.666666687,0,0,0,-1.703610063,-3.258334637,0,0,377,520
-0.5,-0.541666687,0.666666687,0,0,0,-1.68646729,-3.252164364,0,0,376,520
-0.5,-0.541666687,0.666666687,0,0,0,-1.68646729,-3.252164364,0,0,374,519
-0.541666687,-0.541666687,0.666666687,0,0,0,-1.684736252,-3.233870506,0,0,372,518
-0.5,-0.541666687,0.625,0,0,0,-1.624903679,-3.206418991,0,0,370,518
-0.5,-0.541666687,0.625,0,0,0,-1.644024134,-3.193889141,0,0,367,518
-0.5,-0.583333313,0.666666687,0,0,0,-1.582640767,-3.195679188,0,0,363,517
-0.541666687,-0.541666687,0.666666687,0,0,0,-1.551188827,-3.171298504,0,0,359,515
-0.583333313,-0.541666687,0.666666687,0,0,0,-1.588001728,-3.229665041,0,0,353,514
-0.583333313,-0.541666687,0.666666687,0,0,0,-1.588001728,-3.229665041,0,0,350,513
-0.583333313,-0.541666687,0.666666687,0,0,0,-1.548562288,-3.18810153,0,0,349,513
-0.5,-0.541666687,0.666666687,0,0,0,-1.555926561,-3.151222229,0,0,349,512
-0.5,-0.541666687,0.666666687,0,0,0,-1.561543584,-3.159345627,0,0,348,511
-0.541666687,-0.541666687,0.75,0,0,0,-1.522565007,-3.15676403,0,0,347,511
-0.625,-0.541666687,0.708333313,0,0,0,-1.5289675,-3.151134968,0,0,345,509
-0.625,-0.541666687,0.666666687,0,0,0,-1.529660463,-3.12177515,0,0,341,508
-0.541666687,-0.541666687,0.625,0,0,0,-1.529660463,-3.12177515,0,0,336,506
-0.541666687,-0.541666687,0.625,0,0,0,-1.527524471,-3.123153448,0,0,330,503
-0.541666687,-0.5,0.75,0,0,0,-1.542890429,-3.118715763,0,0,324,501
-0.5,-0.458333343,0.75,0,0,0,-1.538745284,-3.071195602,0,0,321,499
-0.541666687,-0.5,0.708333313,0,0,0,-1.499553204,-3.093519211,0,0,315,497
-0.541666687,-0.541666687,0.666666687,0,0,0,-1.557018995,-3.080263853,0,0,313,497
-0.541666687,-0.541666687,0.625,0,0,0,-1.535321832,-3.0365839,0,0,308,496
-0.541666687,-0.541666687,0.625,0,0,0,-1.535321832,-3.0365839,0,0,303,495
-0.541666687,-0.5,0.708333313,0,0,0,-1.461522579,-2.981541872,0,0,299,493
-0.583333313,-0.5,0.75,0,0,0,-1.461522579,-2.981541872,0,0,296,490
-0.666666687,-0.541666687,0.75,0,0,0,-1.480230331,-3.037026644,0,0,293,488
-0.583333313,-0.541666687,0.625,0,0,0,-1.480230331,-3.037026644,0,0,290,486
-0.541666687,-0.5,0.583333313,0,0,0,-1.500534058,-3.008307934,0,0,287,483
-0.458333343,-0.5,0.625,0,0,0,-1.461239815,-2.959601164,0,0,284,481
-0.541666687,-0.5,0.708333313,0,0,0,-1.461239815,-2.959601164,0,0,282,479
-0.583333313,-0.458333343,0.791666687,0,0,0,-1.486873627,-2.96295619,0,0,280,477
-0.583333313,-0.5,0.75,0,0,0,-1.486873627,-2.96295619,0,0,278,476
-0.541666687,-0.5,0.708333313,0,0,0,-1.486256599,-2.966274023,0,0,276,474
-0.541666687,-0.5,0.625,0,0,0,-1.506284714,-2.958641052,0,0,275,472
-0.583333313,-0.5,0.625,0,0,0,-1.506284714,-2.958641052,0,0,273,470
-0.583333313,-0.5,0.708333313,0,0,0,-1.532845974,-2.903455496,0,0,273,468
-0.583333313,-0.458333343,0.791666687,0,0,0,-1.532845974,-2.903455496,0,0,272,467
-0.583333313,-0.5,0.75,0,0,0,-1.509541392,-2.882573128,0,0,272,466
-0.625,-0.5,0.666666687,0,0,0,-1.497685671,-2.863136768,0,0,271,464
-0.625,-0.5,0.625,0,0,0,-1.497685671,-2.863136768,0,0,270,463
-0.625,-0.5,0.625,0,0,0,-1.503916979,-2.843428373,0,0,270,462
-0.541666687,-0.458333343,0.666666687,0,0,0,-1.531987667,-2.864910603,0,0,269,461
-0.5,-0.458333343,0.708333313,0,0,0,-1.511646986,-2.88248539,0,0,266,458
-0.541666687,-0.458333343,0.708333313,0,0,0,-1.536522865,-2.872624874,0,0,263,455
-0.625,-0.5,0.75,0,0,0,-1.541911602,-2.843309879,0,0,260,452
-0.625,-0.458333343,0.666666687,0,0,0,-1.541911602,-2.843309879,0,0,256,449
-0.583333313,-0.458333343,0.666666687,0,0,0,-1.490344286,-2.82333684,0,0,253,447
-0.541666687,-0.458333343,0.75,0,0,0,-1.516574264,-2.807198524,0,0,252,445
-0.541666687,-0.458333343,0.75,0,0,0,-1.527989388,-2.777075052,0,0,250,444
-0.625,-0.458333343,0.75,0,0,0,-1.521887779,-2.781724215,0,0,249,443
-0.625,-0.5,0.666666687,0,0,0,-1.501257181,-2.764797449,0,0,247,442
-0.625,-0.458333343,0.666666687,0,0,0,-1.532038331,-2.730069876,0,0,246,441
-0.625,-0.458333343,0.708333313,0,0,0,-1.526960492,-2.725108624,0,0,246,440
-0.625,-0.458333343,0.708333313,0,0,0,-1.564434528,-2.697772026,0,0,245,438
-0.625,-0.416666657,0.75,0,0,0,-1.544372082,-2.709128857,0,0,244,437
-0.583333313,-0.416666657,0.708333313,0,0,0,-1.564672589,-2.667372227,0,0,244,435
-0.583333313,-0.458333343,0.666666687,0,0,0,-1.567701936,-2.669009209,0,0,242,434
-0.625,-0.458333343,0.666666687,0,0,0,-1.520592093,-2.621702671,0,0,240,431
-0.625,-0.458333343,0.666666687,0,0,0,-1.523524523,-2.642169476,0,0,237,427
-0.625,-0.458333343,0.708333313,0,0,0,-1.528692126,-2.632238865,0,0,236,425
-0.583333313,-0.416666657,0.708333313,0,0,0,-1.534784079,-2.646376371,0,0,233,420
-0.541666687,-0.416666657,0.708333313,0,0,0,-1.534784079,-2.646376371,0,0,230,416
-0.625,-0.458333343,0.666666687,0,0,0,-1.528023839,-2.649954796,0,0,227,412
-0.666666687,-0.458333343,0.666666687,0,0,0,-1.5530653,-2.589286566,0,0,225,410
-0.625,-0.458333343,0.708333313,0,0,0,-1.559109926,-2.603351593,0,0,224,409
-0.583333313,-0.416666657,0.708333313,0,0,0,-1.570806384,-2.601427555,0,0,223,407
-0.583333313,-0.416666657,0.75,0,0,0,-1.549839258,-2.607389927,0,0,221,405
-0.625,-0.416666657,0.666666687,0,0,0,-1.589719415,-2.588347435,0,0,221,404
-0.625,-0.458333343,0.666666687,0,0,0,-1.589719415,-2.588347435,0,0,220,402
-0.625,-0.458333343,0.666666687,0,0,0,-1.603633642,-2.585015297,0,0,219,402
-0.625,-0.458333343,0.708333313,0,0,0,-1.59115541,-2.558897972,0,0,217,400
-0.583333313,-0.416666657,0.708333313,0,0,0,-1.592065096,-2.571934223,0,0,217,399
-0.583333313,-0.416666657,0.75,0,0,0,-1.584498405,-2.566557169,0,0,216,398
-0.625,-0.416666657,0.708333313,0,0,0,-1.618091822,-2.547047377,0,0,215,397
-0.625,-0.416666657,0.666666687,0,0,0,-1.692123652,-2.56029582,0,0,215,397
-0.666666687,-0.458333343,0.666666687,0,0,0,-1.645212889,-2.57601428,0,0,215,396
-0.666666687,-0.458333343,0.708333313,0,0,0,-1.586876512,-2.571359634,0,0,214,395
-0.666666687,-0.416666657,0.708333313,0,0,0,-1.631690502,-2.554008484,0,0,214,394
-0.583333313,-0.375,0.75,0,0,0,-1.638846397,-2.540125847,0,0,214,393
-0.541666687,-0.375,0.75,0,0,0,-1.689590335,-2.468036175,0,0,212,391
-0.541666687,-0.416666657,0.708333313,0,0,0,-1.689590335,-2.468036175,0,0,212,390
